sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00002446,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:16:28.000,2021-01-01T17:31:20.000,2021-01-01T17:16:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002447,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:16:34.000,2021-01-01T17:31:01.000,2021-01-01T17:16:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002448,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:16:37.000,2021-01-01T17:31:01.000,2021-01-01T17:16:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002449,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:16:50.000,2021-01-01T17:31:20.000,2021-01-01T17:16:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002450,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T17:17:25.000,2021-01-12T17:04:18.000,2021-01-12T17:04:18.000,3829 W PIPPIN ST,,,60652,3829,W,PIPPIN,ST,False,False,70,18,G040,3,08,0833,2,17,6,1,1151733.137788,1853316.197951,41.75337720588976,-87.71953387197367,"{'latitude': '41.75337720588976', 'longitude': '-87.71953387197367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002452,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:18:12.000,2021-01-01T17:31:20.000,2021-01-01T17:18:12.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002453,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:18:18.000,2021-01-01T17:31:33.000,2021-01-01T17:18:18.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002454,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:18:22.000,2021-01-01T17:31:33.000,2021-01-01T17:18:22.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002455,Recycling Pick Up,SRRP,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T17:18:32.000,2021-01-18T03:03:19.000,2021-01-18T03:03:19.000,4927 N KEELER AVE,,,60630,4927,N,KEELER,AVE,False,False,14,39,F010,1,17,1712,8,17,6,1,1147576.107139,1932536.902543,41.97084904393959,-87.73273712646652,"{'latitude': '41.97084904393959', 'longitude': '-87.73273712646652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002456,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T17:18:45.000,2021-01-14T06:22:08.000,2021-01-14T06:22:08.000,1846 N LINCOLN AVE,,,60614,1846,N,LINCOLN,AVE,False,False,7,43,P018,1,18,1814,19,17,6,1,1174070.471699,1912755.019,41.91601591621874,-87.63590722202395,"{'latitude': '41.91601591621874', 'longitude': '-87.63590722202395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002458,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:19:43.000,2021-01-01T17:31:33.000,2021-01-01T17:19:43.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002459,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:19:53.000,2021-01-01T17:31:33.000,2021-01-01T17:19:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002461,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T17:20:18.000,2021-01-13T06:43:09.000,2021-01-13T06:43:09.000,1648 S ALLPORT ST,,,60608,1648,S,ALLPORT,ST,False,False,31,25,M026,3,12,1233,24,17,6,1,1168229.892896,1891661.503213,41.85826212258803,-87.65797493444578,"{'latitude': '41.85826212258803', 'longitude': '-87.65797493444578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002462,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:20:52.000,2021-01-01T17:31:20.000,2021-01-01T17:20:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002463,Sidewalk Inspection Request,PBS,,CDOT - Department of Transportation,Open,Mobile Device,2021-01-01T17:21:24.000,2025-06-25T13:35:41.000,,3535 N OLEANDER AVE,,,60634,3535,N,OLEANDER,AVE,False,False,17,38,X114,3,16,1631,6,17,6,1,1125191.643379,1922733.286421,41.94434788243132,-87.8152663629599,"{'latitude': '41.94434788243132', 'longitude': '-87.8152663629599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,3
SR21-00002464,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:21:33.000,2021-01-01T17:31:20.000,2021-01-01T17:21:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002465,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:22:27.000,2021-01-01T17:31:33.000,2021-01-01T17:22:27.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002466,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:22:29.000,2021-01-01T17:31:01.000,2021-01-01T17:22:29.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002467,Tree Removal Inspection,SEE,,Streets and Sanitation,Completed,Internet,2021-01-01T17:23:23.000,2021-06-22T12:23:01.000,2021-06-22T12:23:01.000,7716 W CLARENCE AVE,,,60631,7716,W,CLARENCE,AVE,True,False,10,41,W107,1,16,1612,8,17,6,1,1123863.644406,1940941.53754,41.99433530442098,-87.81974643062047,"{'latitude': '41.99433530442098', 'longitude': '-87.81974643062047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-04732890,
SR21-00002470,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:23:42.000,2021-01-01T17:31:33.000,2021-01-01T17:23:42.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002471,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:23:46.000,2021-01-01T17:31:20.000,2021-01-01T17:23:46.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002473,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:24:19.000,2021-01-01T17:31:01.000,2021-01-01T17:24:19.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002475,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:24:21.000,2021-01-01T17:31:33.000,2021-01-01T17:24:21.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002476,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T17:24:30.000,2021-01-07T10:03:43.000,2021-01-07T10:03:42.000,3055 N MASON AVE,,,60634,3055,N,MASON,AVE,False,False,19,30,B015,1,25,2514,2,17,6,1,1136259.297273,1919918.133169,41.936432036187114,-87.77465314577174,"{'latitude': '41.936432036187114', 'longitude': '-87.77465314577174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002477,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T17:24:43.000,2021-01-06T16:03:27.000,2021-01-06T16:03:27.000,1650 S ALLPORT ST,,,60608,1650,S,ALLPORT,ST,False,False,31,25,M026,3,12,1233,24,17,6,1,1168304.622218,1891659.966621,41.85825629271851,-87.65770067638017,"{'latitude': '41.85825629271851', 'longitude': '-87.65770067638017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002478,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,2021-01-01T17:25:12.000,2021-01-19T18:11:42.000,,1904 W 107TH ST,,,60643,1904,W,107TH,ST,False,False,72,19,L047,1,22,2212,36,17,6,1,1165347.787656,1833770.75007,41.6994640813503,-87.67019272331875,"{'latitude': '41.6994640813503', 'longitude': '-87.67019272331875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002479,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:25:22.000,2021-01-01T17:31:20.000,2021-01-01T17:25:22.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002480,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:25:33.000,2021-01-01T17:31:01.000,2021-01-01T17:25:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002481,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:27:35.000,2021-01-01T17:31:01.000,2021-01-01T17:27:35.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002482,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:29:00.000,2021-01-01T17:31:01.000,2021-01-01T17:29:00.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002483,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:29:38.000,2021-01-01T17:31:20.000,2021-01-01T17:29:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002485,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:29:57.000,2021-01-01T17:31:01.000,2021-01-01T17:29:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002486,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:30:31.000,2021-01-01T18:31:20.000,2021-01-01T17:30:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002487,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:30:45.000,2021-01-01T18:31:20.000,2021-01-01T17:30:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002488,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:30:57.000,2021-01-01T18:31:20.000,2021-01-01T17:30:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002489,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:31:18.000,2021-01-01T18:31:02.000,2021-01-01T17:31:18.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002490,Snow – Uncleared Sidewalk Complaint,SWSNOREM,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T17:31:23.000,2021-01-04T08:45:27.000,2021-01-04T08:45:27.000,1712 S NEWBERRY AVE,,,60608,1712,S,NEWBERRY,AVE,False,False,31,25,N026,3,12,1235,17,17,6,1,1170963.164316,1891830.856105,41.85866740575538,-87.64793720413277,"{'latitude': '41.85866740575538', 'longitude': '-87.64793720413277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002491,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:32:06.000,2021-01-01T18:31:02.000,2021-01-01T17:32:06.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
